HRR,Total Hospital Beds,Total ICU Beds,Available Hospital Beds,Potentially Available Hospital Beds*,Available ICU Beds,Potentially Available ICU Beds*,Adult Population,Population 65+,Projected Infected Individuals,Projected Hospitalized Individuals,Projected Individuals Needing ICU Care,"Hospital Beds Needed, Six Months","Percentage of Available Beds Needed, Six Months","Percentage of Potentially Available Beds Needed, Six Months","Percentage of Total Beds Needed, Six Months","Hospital Beds Needed, Twelve Months","Percentage of Available Beds Needed, Twelve Months","Percentage of Potentially Available Beds Needed, Twelve Months","Percentage of Total Beds Needed, Twelve Months","Hospital Beds Needed, Eighteen Months","Percentage of Available Beds Needed, Eighteen Months","Percentage of Potentially Available Beds Needed, Eighteen Months","Percentage of Total Beds Needed, Eighteen Months","ICU Beds Needed, Six Months","Percentage of Available ICU Beds Needed, Six Months","Percentage of Potentially Available ICU Beds Needed, Six Months","Percentage of Total ICU Beds Needed, Six Months","ICU Beds Needed, Twelve Months","Percentage of Available ICU Beds Needed, Twelve Months","Percentage of Potentially Available ICU Beds Needed, Twelve Months","Percentage of Total ICU Beds Needed, Twelve Months","ICU Beds Needed, Eighteen Months","Percentage of Available ICU Beds Needed, Eighteen Months","Percentage of Potentially Available ICU Beds Needed, Eighteen Months","Percentage of Total ICU Beds Needed, Eighteen Months"
"Santa Cruz, CA",359.00,22.00,169.00,264.00,6.00,14.00,229413.00,39590.00,137648.00,28410.00,6041.00,1894.00,11.21,7.17,5.28,947.00,5.60,3.59,2.64,618.00,3.66,2.34,1.72,403.00,67.17,28.79,18.32,201.00,33.50,14.36,9.14,131.00,21.83,9.36,5.95
"Santa Rosa, CA",1272.00,93.00,306.00,789.00,45.00,69.00,402885.00,88435.00,241731.00,50970.00,11121.00,3398.00,11.10,4.31,2.67,1699.00,5.55,2.15,1.34,1108.00,3.62,1.40,0.87,741.00,16.47,10.74,7.97,371.00,8.24,5.38,3.99,242.00,5.38,3.51,2.60
"Sarasota, FL",1309.00,159.00,604.00,957.00,77.00,118.00,374960.00,156791.00,224976.00,51683.00,12367.00,3446.00,5.71,3.60,2.63,1723.00,2.85,1.80,1.32,1124.00,1.86,1.17,0.86,824.00,10.70,6.98,5.18,412.00,5.35,3.49,2.59,269.00,3.49,2.28,1.69
"Savannah, GA",2050.00,163.00,650.00,1350.00,55.00,109.00,701923.00,139656.00,421154.00,87980.00,18985.00,5865.00,9.02,4.34,2.86,2933.00,4.51,2.17,1.43,1913.00,2.94,1.42,0.93,1266.00,23.02,11.61,7.77,633.00,11.51,5.81,3.88,413.00,7.51,3.79,2.53
"Sayre, PA",591.00,62.00,215.00,403.00,28.00,45.00,153089.00,36987.00,91853.00,19560.00,4317.00,1304.00,6.07,3.24,2.21,652.00,3.03,1.62,1.10,425.00,1.98,1.05,0.72,288.00,10.29,6.40,4.65,144.00,5.14,3.20,2.32,94.00,3.36,2.09,1.52
"Scranton, PA",782.00,65.00,324.00,553.00,31.00,48.00,253817.00,63450.00,152290.00,32552.00,7216.00,2170.00,6.70,3.92,2.77,1085.00,3.35,1.96,1.39,708.00,2.19,1.28,0.91,481.00,15.52,10.02,7.40,241.00,7.77,5.02,3.71,157.00,5.06,3.27,2.42
"Seattle, WA",4700.00,651.00,1366.00,3033.00,209.00,430.00,2421217.00,421176.00,1452730.00,300026.00,63847.00,20002.00,14.64,6.59,4.26,10001.00,7.32,3.30,2.13,6522.00,4.77,2.15,1.39,4256.00,20.36,9.90,6.54,2128.00,10.18,4.95,3.27,1388.00,6.64,3.23,2.13
"Shreveport, LA",2468.00,283.00,1080.00,1774.00,111.00,197.00,531003.00,109269.00,318602.00,66763.00,14460.00,4451.00,4.12,2.51,1.80,2225.00,2.06,1.25,0.90,1451.00,1.34,0.82,0.59,964.00,8.68,4.89,3.41,482.00,4.34,2.45,1.70,314.00,2.83,1.59,1.11
"Sioux City, IA",909.00,59.00,362.00,635.00,23.00,41.00,195685.00,41561.00,117411.00,24677.00,5364.00,1645.00,4.54,2.59,1.81,823.00,2.27,1.30,0.91,536.00,1.48,0.84,0.59,358.00,15.57,8.73,6.07,179.00,7.78,4.37,3.03,117.00,5.09,2.85,1.98
"Sioux Falls, SD",4065.00,103.00,1653.00,2859.00,52.00,77.00,603563.00,129561.00,362138.00,76191.00,16581.00,5079.00,3.07,1.78,1.25,2540.00,1.54,0.89,0.62,1656.00,1.00,0.58,0.41,1105.00,21.25,14.35,10.73,553.00,10.63,7.18,5.37,360.00,6.92,4.68,3.50
"Slidell, LA",536.00,137.00,338.00,437.00,70.00,103.00,149492.00,32656.00,89695.00,18903.00,4122.00,1260.00,3.73,2.88,2.35,630.00,1.86,1.44,1.18,411.00,1.22,0.94,0.77,275.00,3.93,2.67,2.01,137.00,1.96,1.33,1.00,90.00,1.29,0.87,0.66
"South Bend, IN",1273.00,148.00,551.00,912.00,70.00,109.00,539539.00,108077.00,323723.00,67668.00,14613.00,4511.00,8.19,4.95,3.54,2256.00,4.09,2.47,1.77,1471.00,2.67,1.61,1.16,974.00,13.91,8.94,6.58,487.00,6.96,4.47,3.29,318.00,4.54,2.92,2.15
"Spartanburg, SC",809.00,125.00,280.00,545.00,65.00,95.00,300991.00,64361.00,180595.00,37982.00,8262.00,2532.00,9.04,4.65,3.13,1266.00,4.52,2.32,1.56,826.00,2.95,1.52,1.02,551.00,8.48,5.80,4.41,275.00,4.23,2.89,2.20,180.00,2.77,1.89,1.44
"Spokane, WA",3652.00,355.00,1657.00,2655.00,134.00,245.00,1210559.00,251604.00,726335.00,152345.00,33033.00,10156.00,6.13,3.83,2.78,5078.00,3.06,1.91,1.39,3312.00,2.00,1.25,0.91,2202.00,16.43,8.99,6.20,1101.00,8.22,4.49,3.10,718.00,5.36,2.93,2.02
"Springdale, AR",1144.00,135.00,616.00,880.00,73.00,104.00,437572.00,77638.00,262543.00,54309.00,11580.00,3621.00,5.88,4.11,3.17,1810.00,2.94,2.06,1.58,1181.00,1.92,1.34,1.03,772.00,10.58,7.42,5.72,386.00,5.29,3.71,2.86,252.00,3.45,2.42,1.87
"Springfield, IL",2426.00,213.00,1172.00,1799.00,79.00,146.00,637463.00,146057.00,382478.00,80996.00,17762.00,5400.00,4.61,3.00,2.23,2700.00,2.30,1.50,1.11,1761.00,1.50,0.98,0.73,1184.00,14.99,8.11,5.56,592.00,7.49,4.05,2.78,386.00,4.89,2.64,1.81
"Springfield, MA",1588.00,195.00,500.00,1044.00,73.00,134.00,600306.00,123079.00,360184.00,75450.00,16335.00,5030.00,10.06,4.82,3.17,2515.00,5.03,2.41,1.58,1640.00,3.28,1.57,1.03,1089.00,14.92,8.13,5.58,544.00,7.45,4.06,2.79,355.00,4.86,2.65,1.82
"Springfield, MO",2078.00,226.00,819.00,1449.00,67.00,147.00,688462.00,166812.00,413077.00,87993.00,19429.00,5866.00,7.16,4.05,2.82,2933.00,3.58,2.02,1.41,1913.00,2.34,1.32,0.92,1295.00,19.33,8.81,5.73,648.00,9.67,4.41,2.87,422.00,6.30,2.87,1.87
"St. Cloud, MN",898.00,45.00,227.00,563.00,16.00,31.00,203089.00,38678.00,121853.00,25357.00,5446.00,1690.00,7.44,3.00,1.88,845.00,3.72,1.50,0.94,551.00,2.43,0.98,0.61,363.00,22.69,11.71,8.07,182.00,11.38,5.87,4.04,118.00,7.38,3.81,2.62
"St. Joseph, MI",393.00,20.00,238.00,316.00,9.00,14.00,110235.00,26066.00,66141.00,14053.00,3093.00,937.00,3.94,2.97,2.38,468.00,1.97,1.48,1.19,306.00,1.29,0.97,0.78,206.00,22.89,14.71,10.30,103.00,11.44,7.36,5.15,67.00,7.44,4.79,3.35
"St. Louis, MO",10187.00,1180.00,4326.00,7257.00,547.00,864.00,2666497.00,532142.00,1599898.00,334313.00,72164.00,22288.00,5.15,3.07,2.19,11144.00,2.58,1.54,1.09,7268.00,1.68,1.00,0.71,4811.00,8.80,5.57,4.08,2405.00,4.40,2.78,2.04,1569.00,2.87,1.82,1.33
"St. Paul, MN",1604.00,183.00,582.00,1093.00,48.00,116.00,856536.00,148362.00,513922.00,106102.00,22569.00,7073.00,12.15,6.47,4.41,3537.00,6.08,3.24,2.21,2307.00,3.96,2.11,1.44,1505.00,31.35,12.97,8.22,752.00,15.67,6.48,4.11,491.00,10.23,4.23,2.68
"St. Petersburg, FL",1424.00,139.00,613.00,1018.00,33.00,86.00,354891.00,90670.00,212935.00,45626.00,10142.00,3042.00,4.96,2.99,2.14,1521.00,2.48,1.49,1.07,992.00,1.62,0.97,0.70,676.00,20.48,7.86,4.86,338.00,10.24,3.93,2.43,220.00,6.67,2.56,1.58
"Stockton, CA",918.00,121.00,329.00,623.00,41.00,81.00,464979.00,77159.00,278987.00,57406.00,12161.00,3827.00,11.63,6.14,4.17,1914.00,5.82,3.07,2.08,1248.00,3.79,2.00,1.36,811.00,19.78,10.01,6.70,405.00,9.88,5.00,3.35,264.00,6.44,3.26,2.18
"Sun City, AZ",845.00,119.00,364.00,604.00,81.00,100.00,237503.00,104547.00,142502.00,33035.00,7975.00,2202.00,6.05,3.65,2.61,1101.00,3.02,1.82,1.30,718.00,1.97,1.19,0.85,532.00,6.57,5.32,4.47,266.00,3.28,2.66,2.24,173.00,2.14,1.73,1.45
"Syracuse, NY",3062.00,243.00,950.00,2006.00,77.00,160.00,832908.00,165881.00,499745.00,104407.00,22532.00,6960.00,7.33,3.47,2.27,3480.00,3.66,1.73,1.14,2270.00,2.39,1.13,0.74,1502.00,19.51,9.39,6.18,751.00,9.75,4.69,3.09,490.00,6.36,3.06,2.02
"Tacoma, WA",1388.00,197.00,366.00,877.00,62.00,129.00,642251.00,109410.00,385351.00,79453.00,16873.00,5297.00,14.47,6.04,3.82,2648.00,7.23,3.02,1.91,1727.00,4.72,1.97,1.24,1125.00,18.15,8.72,5.71,562.00,9.06,4.36,2.85,367.00,5.92,2.84,1.86
"Takoma Park, MD",1181.00,150.00,294.00,738.00,48.00,99.00,789639.00,122832.00,473783.00,97020.00,20429.00,6468.00,22.00,8.76,5.48,3234.00,11.00,4.38,2.74,2109.00,7.17,2.86,1.79,1362.00,28.38,13.76,9.08,681.00,14.19,6.88,4.54,444.00,9.25,4.48,2.96
"Tallahassee, FL",2242.00,193.00,603.00,1423.00,50.00,122.00,668985.00,118753.00,401391.00,83033.00,17705.00,5536.00,9.18,3.89,2.47,2768.00,4.59,1.95,1.23,1805.00,2.99,1.27,0.81,1180.00,23.60,9.67,6.11,590.00,11.80,4.84,3.06,385.00,7.70,3.16,1.99
"Tampa, FL",4005.00,515.00,1289.00,2647.00,165.00,340.00,1170264.00,218181.00,702158.00,145846.00,31255.00,9723.00,7.54,3.67,2.43,4862.00,3.77,1.84,1.21,3171.00,2.46,1.20,0.79,2084.00,12.63,6.13,4.05,1042.00,6.32,3.06,2.02,679.00,4.12,2.00,1.32
"Temple, TX",985.00,162.00,390.00,688.00,50.00,106.00,409683.00,59971.00,245810.00,50122.00,10497.00,3341.00,8.57,4.86,3.39,1671.00,4.28,2.43,1.70,1090.00,2.79,1.58,1.11,700.00,14.00,6.60,4.32,350.00,7.00,3.30,2.16,228.00,4.56,2.15,1.41
"Terre Haute, IN",468.00,64.00,207.00,337.00,37.00,50.00,140148.00,28559.00,84089.00,17605.00,3809.00,1174.00,5.67,3.48,2.51,587.00,2.84,1.74,1.25,383.00,1.85,1.14,0.82,254.00,6.86,5.08,3.97,127.00,3.43,2.54,1.98,83.00,2.24,1.66,1.30
"Texarkana, AR",656.00,90.00,383.00,519.00,62.00,76.00,198305.00,43677.00,118983.00,25096.00,5478.00,1673.00,4.37,3.22,2.55,837.00,2.19,1.61,1.28,546.00,1.43,1.05,0.83,365.00,5.89,4.80,4.06,183.00,2.95,2.41,2.03,119.00,1.92,1.57,1.32
"Toledo, OH",2679.00,456.00,1122.00,1900.00,179.00,317.00,767671.00,155817.00,460603.00,96396.00,20847.00,6426.00,5.73,3.38,2.40,3213.00,2.86,1.69,1.20,2096.00,1.87,1.10,0.78,1390.00,7.77,4.38,3.05,695.00,3.88,2.19,1.52,453.00,2.53,1.43,0.99
"Topeka, KS",1304.00,112.00,594.00,949.00,49.00,80.00,352693.00,68579.00,211616.00,44116.00,9496.00,2941.00,4.95,3.10,2.26,1471.00,2.48,1.55,1.13,959.00,1.61,1.01,0.74,633.00,12.92,7.91,5.65,317.00,6.47,3.96,2.83,206.00,4.20,2.58,1.84
"Traverse City, MI",756.00,26.00,293.00,525.00,7.00,17.00,189619.00,52436.00,113771.00,24605.00,5527.00,1640.00,5.60,3.12,2.17,820.00,2.80,1.56,1.08,535.00,1.83,1.02,0.71,368.00,52.57,21.65,14.15,184.00,26.29,10.82,7.08,120.00,17.14,7.06,4.62
"Tucson, AZ",2677.00,335.00,1184.00,1930.00,161.00,248.00,971119.00,232066.00,582671.00,123935.00,27318.00,8262.00,6.98,4.28,3.09,4131.00,3.49,2.14,1.54,2694.00,2.28,1.40,1.01,1821.00,11.31,7.34,5.44,911.00,5.66,3.67,2.72,594.00,3.69,2.40,1.77
"Tulsa, OK",4185.00,486.00,1783.00,2984.00,159.00,323.00,1070712.00,213442.00,642427.00,134227.00,28971.00,8948.00,5.02,3.00,2.14,4474.00,2.51,1.50,1.07,2918.00,1.64,0.98,0.70,1931.00,12.14,5.98,3.97,966.00,6.08,2.99,1.99,630.00,3.96,1.95,1.30
"Tupelo, MS",1634.00,104.00,818.00,1226.00,61.00,83.00,308796.00,61185.00,185278.00,38690.00,8345.00,2579.00,3.15,2.10,1.58,1290.00,1.58,1.05,0.79,841.00,1.03,0.69,0.51,556.00,9.11,6.70,5.35,278.00,4.56,3.35,2.67,181.00,2.97,2.18,1.74
"Tuscaloosa, AL",1066.00,143.00,297.00,681.00,37.00,90.00,215194.00,37920.00,129116.00,26693.00,5688.00,1780.00,5.99,2.61,1.67,890.00,3.00,1.31,0.83,580.00,1.95,0.85,0.54,379.00,10.24,4.21,2.65,190.00,5.14,2.11,1.33,124.00,3.35,1.38,0.87
"Tyler, TX",1338.00,224.00,527.00,932.00,127.00,176.00,437181.00,98736.00,262309.00,55467.00,12143.00,3698.00,7.02,3.97,2.76,1849.00,3.51,1.98,1.38,1206.00,2.29,1.29,0.90,810.00,6.38,4.60,3.62,405.00,3.19,2.30,1.81,264.00,2.08,1.50,1.18
"Urbana, IL",1047.00,99.00,480.00,764.00,54.00,77.00,361763.00,69031.00,217058.00,45176.00,9705.00,3012.00,6.28,3.94,2.88,1506.00,3.14,1.97,1.44,982.00,2.05,1.29,0.94,647.00,11.98,8.40,6.54,324.00,6.00,4.21,3.27,211.00,3.91,2.74,2.13
"Ventura, CA",1087.00,163.00,278.00,682.00,94.00,128.00,669683.00,124579.00,401810.00,83445.00,17878.00,5563.00,20.01,8.16,5.12,2782.00,10.01,4.08,2.56,1814.00,6.53,2.66,1.67,1192.00,12.68,9.31,7.31,596.00,6.34,4.66,3.66,389.00,4.14,3.04,2.39
"Victoria, TX",574.00,46.00,352.00,463.00,18.00,32.00,115052.00,25536.00,69031.00,14571.00,3183.00,971.00,2.76,2.10,1.69,486.00,1.38,1.05,0.85,317.00,0.90,0.68,0.55,212.00,11.78,6.63,4.61,106.00,5.89,3.31,2.30,69.00,3.83,2.16,1.50
"Waco, TX",720.00,60.00,261.00,490.00,24.00,42.00,264389.00,54218.00,158633.00,33231.00,7195.00,2215.00,8.49,4.52,3.08,1108.00,4.25,2.26,1.54,722.00,2.77,1.47,1.00,480.00,20.00,11.43,8.00,240.00,10.00,5.71,4.00,156.00,6.50,3.71,2.60
"Washington, DC",5055.00,601.00,1595.00,3325.00,218.00,409.00,2179021.00,378878.00,1307413.00,270005.00,57456.00,18000.00,11.29,5.41,3.56,9000.00,5.64,2.71,1.78,5870.00,3.68,1.77,1.16,3830.00,17.57,9.36,6.37,1915.00,8.78,4.68,3.19,1249.00,5.73,3.05,2.08
"Waterloo, IA",668.00,36.00,340.00,504.00,19.00,28.00,167837.00,36303.00,100702.00,21203.00,4618.00,1414.00,4.16,2.81,2.12,707.00,2.08,1.40,1.06,461.00,1.36,0.91,0.69,308.00,16.21,11.00,8.56,154.00,8.11,5.50,4.28,100.00,5.26,3.57,2.78
"Wausau, WI",403.00,72.00,152.00,278.00,45.00,59.00,150679.00,36287.00,90407.00,19246.00,4246.00,1283.00,8.44,4.62,3.18,642.00,4.22,2.31,1.59,418.00,2.75,1.50,1.04,283.00,6.29,4.80,3.93,142.00,3.16,2.41,1.97,92.00,2.04,1.56,1.28
"White Plains, NY",2973.00,243.00,597.00,1785.00,137.00,190.00,896882.00,178478.00,538129.00,112418.00,24259.00,7495.00,12.55,4.20,2.52,3747.00,6.28,2.10,1.26,2444.00,4.09,1.37,0.82,1617.00,11.80,8.51,6.65,809.00,5.91,4.26,3.33,527.00,3.85,2.77,2.17
"Wichita Falls, TX",516.00,24.00,298.00,407.00,8.00,16.00,154615.00,31786.00,92769.00,19438.00,4210.00,1296.00,4.35,3.18,2.51,648.00,2.17,1.59,1.26,423.00,1.42,1.04,0.82,281.00,35.13,17.56,11.71,140.00,17.50,8.75,5.83,92.00,11.50,5.75,3.83
"Wichita, KS",4590.00,442.00,2225.00,3407.00,202.00,322.00,951715.00,198669.00,571029.00,119820.00,25993.00,7988.00,3.59,2.34,1.74,3994.00,1.80,1.17,0.87,2605.00,1.17,0.76,0.57,1733.00,8.58,5.38,3.92,866.00,4.29,2.69,1.96,565.00,2.80,1.75,1.28
"Wilkes-Barre, PA",651.00,102.00,263.00,457.00,24.00,63.00,198135.00,47118.00,118881.00,25273.00,5567.00,1685.00,6.41,3.69,2.59,842.00,3.20,1.84,1.29,549.00,2.09,1.20,0.84,371.00,15.46,5.89,3.64,186.00,7.75,2.95,1.82,121.00,5.04,1.92,1.19
"Wilmington, DE",1845.00,237.00,601.00,1223.00,62.00,149.00,637120.00,120121.00,382272.00,79479.00,17052.00,5299.00,8.82,4.33,2.87,2649.00,4.41,2.17,1.44,1728.00,2.88,1.41,0.94,1137.00,18.34,7.63,4.80,568.00,9.16,3.81,2.40,371.00,5.98,2.49,1.57
"Wilmington, NC",1005.00,90.00,251.00,628.00,17.00,54.00,385088.00,91585.00,231053.00,49120.00,10821.00,3275.00,13.05,5.21,3.26,1637.00,6.52,2.61,1.63,1068.00,4.25,1.70,1.06,721.00,42.41,13.35,8.01,361.00,21.24,6.69,4.01,235.00,13.82,4.35,2.61
"Winchester, VA",1051.00,84.00,357.00,704.00,22.00,53.00,350240.00,74330.00,210144.00,44164.00,9599.00,2944.00,8.25,4.18,2.80,1472.00,4.12,2.09,1.40,960.00,2.69,1.36,0.91,640.00,29.09,12.08,7.62,320.00,14.55,6.04,3.81,209.00,9.50,3.94,2.49
"Winston-Salem, NC",2870.00,499.00,843.00,1857.00,40.00,269.00,899862.00,197294.00,539917.00,113830.00,24833.00,7589.00,9.00,4.09,2.64,3794.00,4.50,2.04,1.32,2475.00,2.94,1.33,0.86,1656.00,41.40,6.16,3.32,828.00,20.70,3.08,1.66,540.00,13.50,2.01,1.08
"Worcester, MA",1525.00,169.00,425.00,975.00,43.00,106.00,652386.00,122123.00,391432.00,81333.00,17437.00,5422.00,12.76,5.56,3.56,2711.00,6.38,2.78,1.78,1768.00,4.16,1.81,1.16,1162.00,27.02,10.96,6.88,581.00,13.51,5.48,3.44,379.00,8.81,3.58,2.24
"Yakima, WA",369.00,58.00,200.00,285.00,33.00,45.00,220972.00,40707.00,132583.00,27511.00,5888.00,1834.00,9.17,6.44,4.97,917.00,4.59,3.22,2.49,598.00,2.99,2.10,1.62,393.00,11.91,8.73,6.78,196.00,5.94,4.36,3.38,128.00,3.88,2.84,2.21
"York, PA",868.00,79.00,267.00,567.00,8.00,43.00,343334.00,73773.00,206000.00,43345.00,9434.00,2890.00,10.82,5.10,3.33,1445.00,5.41,2.55,1.66,942.00,3.53,1.66,1.09,629.00,78.63,14.63,7.96,314.00,39.25,7.30,3.97,205.00,25.63,4.77,2.59
"Youngstown, OH",1555.00,158.00,543.00,1049.00,66.00,112.00,493628.00,124167.00,296177.00,63351.00,14054.00,4223.00,7.78,4.03,2.72,2112.00,3.89,2.01,1.36,1377.00,2.54,1.31,0.89,937.00,14.20,8.37,5.93,468.00,7.09,4.18,2.96,306.00,4.64,2.73,1.94
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*Based on a 50% reduction in occupancy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
